SPCD,SPECIES_SYMBOL,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,CORDS_TO_GREEN_TONS,MBF_TO_GREEN_TONS,DRYWT_TO_GREENWT_CONVERSION
7124,EUNI8,kertub,Euodia,nitida,NA,NA,1.1,2.2,1.76
7125,EUPA29,beror,Euodia,palawensis,NA,NA,1.1,2.2,1.76
7126,EUPO15,Euodia ponapensis,Euodia,ponapensis,NA,NA,1.1,2.2,1.76
7127,EUODI,Euodia,Euodia,spp.,NA,NA,1.1,2.2,1.76
7128,EUTR13,Euodia trichantha,Euodia,trichantha,NA,NA,1.1,2.2,1.76
7129,EXAG,blinding tree,Excoecaria,agallocha,NA,NA,1.07,2.14,1.76
7131,EXGA,hulumoa,Exocarpos,gaudichaudii,NA,NA,2.02,4.04,1.76
7132,EXOCA,exocarpos,Exocarpos,spp.,NA,NA,2.02,4.04,1.76
7133,EXPO2,kotop,Exorrhiza,ponapensis,NA,NA,1.35,2.7,1.76
7135,EXCA,Caribbean princewood,Exostema,caribaeum,NA,NA,2.96,5.92,1.76
7136,EXEL,plateado,Exostema,ellipticum,NA,NA,2.96,5.92,1.76
7137,EXSA2,Exostema sanctae-luciae,Exostema,sanctae-luciae,NA,NA,2.96,5.92,1.76
7141,FABE,pualulu,Fagraea,berteroana,NA,NA,2.32,4.64,1.76
7142,FAKS,ksid,Fagraea,ksid,NA,NA,2.08,4.16,1.76
7143,FAGRA,Fagraea,Fagraea,spp.,NA,NA,2.08,4.16,1.76
7144,FAMO,peacocksplume,Falcataria,moluccana,NA,NA,1.21,2.42,1.76
7145,FALCA2,peacocksplume,Falcataria,spp.,NA,NA,1.21,2.42,1.76
7146,FAOC,false coffee,Faramea,occidentalis,NA,NA,2.96,5.92,1.76
7147,FESE2,feijoa,Feijoa,sellowiana,NA,NA,2.96,5.92,1.76
7148,FIAM,Jamaican cherry fig,Ficus,americana,NA,NA,2.96,5.92,1.76
7149,FIBE2,Indian banyan,Ficus,benghalensis,NA,NA,2.96,5.92,1.76
7150,FIBE,weeping fig,Ficus,benjamina,NA,NA,2.96,5.92,1.76
7151,FICA,edible fig,Ficus,carica,NA,NA,2.96,5.92,1.76
7152,FICO2,Ficus copiosa,Ficus,copiosa,NA,NA,1.24,2.48,1.76
7153,FIAU3,Roxburgh fig,Ficus,auriculata,NA,NA,2.96,5.92,1.76
7154,FIDR3,brown-woolly fig,Ficus,drupacea,NA,NA,2.96,5.92,1.76
7155,FIEL,Indian rubberplant,Ficus,elastica,NA,NA,2.96,5.92,1.76
7156,FIGO,mati,Ficus,godeffroyi,NA,NA,1.12,2.24,1.76
7158,FILU,Ficus lutea,Ficus,lutea,NA,NA,2.96,5.92,1.76
7159,FILY,fiddleleaf fig,Ficus,lyrata,NA,NA,2.96,5.92,1.76
7160,FIMI2,Chinese banyan,Ficus,microcarpa,NA,NA,2.96,5.92,1.76
7162,FINO3,tibig,Ficus,nota,NA,NA,2.96,5.92,1.76
7163,FIOB3,aoa,Ficus,obliqua,NA,NA,1.39,2.78,1.76
7164,FIOB,amate,Ficus,obtusifolia,NA,NA,2.96,5.92,1.76
7165,FIPR2,aoa,Ficus,prolixa,NA,NA,1.12,2.24,1.76
7166,FIRE3,peepul tree,Ficus,religiosa,NA,NA,2.96,5.92,1.76
7167,FIRU4,Port Jackson fig,Ficus,rubiginosa,NA,NA,1.21,2.42,1.76
7168,FISA,"lulk, banyan",Ficus,saffordii,NA,NA,1.12,2.24,1.76
7169,FISC3,mati vao,Ficus,scabra,NA,NA,1.12,2.24,1.76
7171,FICUS,fig,Ficus,spp.,NA,NA,1.12,2.24,1.76
7173,FIST,jaguey,Ficus,stahlii,NA,NA,2.96,5.92,1.76
7174,FISY2,sycamore fig,Ficus,sycomorus,NA,NA,2.96,5.92,1.76
7175,FITH2,Chinese banyan,Ficus,thonningii,NA,NA,1.2,2.4,1.76
7176,FITI2,mati,Ficus,tinctoria,NA,NA,1.12,2.24,1.76
7177,FITR,jaguey blanco,Ficus,trigonata,NA,NA,2.96,5.92,1.76
7178,FIUN,mati,Ficus,uniauriculata,NA,NA,1.12,2.24,1.76
7179,FIVI3,higo,Ficus,virens,NA,NA,0.97,1.94,1.76
7180,FICH,Finschia chloroxantha,Finschia,chloroxantha,NA,NA,1.67,3.34,1.76
7181,FISI2,Chinese parasoltree,Firmiana,simplex,NA,NA,2.96,5.92,2
7182,FISP3,burr daisytree,Fitchia,speciosa,NA,NA,1.83,3.66,1.76
7184,FLIN,governor's plum,Flacourtia,indica,NA,NA,2.96,5.92,1.76
7185,FLIN3,batoko plum,Flacourtia,inermis,NA,NA,2.96,5.92,1.76
7186,FLRU2,filimoto,Flacourtia,rukam,NA,NA,2.11,4.22,1.76
7188,FLBR,Queensland maple,Flindersia,brayleyana,NA,NA,1.32,2.64,1.76
7190,FLAC,Flueggea acidoton,Flueggea,acidoton,NA,NA,2.96,5.92,1.76
7191,FLFL4,poumuli,Flueggea,flexuosa,NA,NA,1.35,2.7,1.76
7192,FLNE,mehamehame,Flueggea,neowawraea,NA,NA,1.35,2.7,1.76
7193,FLUEG,bushweed,Flueggea,spp.,NA,NA,1.35,2.7,1.76
7194,FOEG,inkbush,Forestiera,eggersiana,NA,NA,2.96,5.92,1.76
7195,FORH,caca ravet,Forestiera,rhamnifolia,NA,NA,2.96,5.92,1.76
7196,FOSE,Florida swampprivet,Forestiera,segregata,NA,NA,2.96,5.92,1.76
7198,FOMA2,oval kumquat,Fortunella,margarita,NA,NA,2.96,5.92,1.76
7200,FRCA12,California buckthorn,Frangula,californica,NA,NA,1.88,3.76,1.76
7202,FRSPL,West Indian buckthorn,Frangula,sphaerosperma,NA,NA,2.96,5.92,1.76
7206,FRUH,shamel ash,Fraxinus,uhdei,NA,NA,2.96,5.92,1.76
7207,FUBO,Bolivian fuchsia,Fuchsia,boliviana,NA,NA,1.96,3.92,1.76
7208,FUPA2,shrubby fuchsia,Fuchsia,paniculata,NA,NA,1.96,3.92,1.76
7209,FUCHS,fuchsia,Fuchsia,spp.,NA,NA,1.96,3.92,1.76
7210,FUEL,silkrubber,Funtumia,elastica,NA,NA,2.96,5.92,1.76
7211,PEAM3,avocado,Persea,americana,NA,NA,2.96,5.92,1.76
7212,GADU3,Gourka,Garcinia,dulcis,NA,NA,2.96,5.92,1.76
7213,GAHE5,lemon saptree,Garcinia,hessii,NA,NA,2.96,5.92,1.76
7214,GAMA10,mangosteen,Garcinia,mangostana,NA,NA,2.96,5.92,1.76
7215,GAMA8,tilol,Garcinia,matsudai,NA,NA,2.05,4.1,1.76
7216,GAMY,garcinia,Garcinia,myrtifolia,NA,NA,2.11,4.22,1.76
7217,GAPO4,konpuil,Garcinia,ponapensis,NA,NA,2.05,4.1,1.76
7218,GAPO2,palo de cruz,Garcinia,portoricensis,NA,NA,2.96,5.92,1.76
7219,GARU3,tilol,Garcinia,rumiyo,NA,NA,2.05,4.1,1.76
7220,GAQU2,Garcinia quadrilocularis,Garcinia,quadrilocularis,NA,NA,2.05,4.1,1.76
7221,GARCI,Garcinia,Garcinia,spp.,NA,NA,2.05,4.1,1.76
7223,GAXA,Garcinia xanthochymus,Garcinia,xanthochymus,NA,NA,2.96,5.92,1.76
7224,GABR,forest gardenia,Gardenia,brighamii,NA,NA,1.86,3.72,1.76
7225,GAMA6,Oahu gardenia,Gardenia,mannii,NA,NA,1.86,3.72,1.76
7226,GARE,Remys gardenia,Gardenia,remyi,NA,NA,1.86,3.72,1.76
7227,GARDE,gardenia,Gardenia,spp.,NA,NA,1.86,3.72,1.76
7228,GATA,Tahitian gardenia,Gardenia,taitensis,NA,NA,1.86,3.72,1.76
7229,GAFL8,manuai vivao,Garuga,floribunda,NA,NA,1.46,2.92,1.76
7231,GAAT,llume,Gaussia,attenuata,NA,NA,2.96,5.92,1.76
7233,GERU3,taipoipo,Geniostoma,rupestre,NA,NA,1.81,3.62,1.76
7235,GEAM,jagua,Genipa,americana,NA,NA,2.96,5.92,1.76
7237,GEPE4,arbol de Navidad,Gesneria,pedunculosa,NA,NA,2.96,5.92,1.76
7239,GIRO,bastard gregre,Ginoria,rohrii,NA,NA,2.96,5.92,1.76
7241,GICE2,Gironniera celtidifolia,Gironniera,celtidifolia,NA,NA,1.26,2.52,1.76
7245,GLSE2,quickstick,Gliricidia,sepium,NA,NA,2.96,5.92,1.76
7247,GLCU,masame,Glochidion,cuspidatum,NA,NA,1.57,3.14,1.76
7248,GLMA9,Glochidion marianum,Glochidion,marianum,NA,NA,1.57,3.14,1.76
7249,GLRA4,masame,Glochidion,ramiflorum,NA,NA,1.57,3.14,1.76
7250,GLOCH,Glochidion,Glochidion,spp.,NA,NA,1.57,3.14,1.76
7251,GMEL,belau,Gmelina,elliptica,NA,NA,1.32,2.64,1.76
7252,GMPA,blacheos,Gmelina,palawensis,NA,NA,1.38,2.76,1.76
7253,GMELI,Gmelina,Gmelina,spp.,NA,NA,1.32,2.64,1.76
7254,GNGN,Gnetum gnemon,Gnetum,gnemon,NA,NA,1.71,3.42,1.76
7256,GOEL,mata buey,Goetzea,elegans,NA,NA,2.96,5.92,1.76
7257,GLKA,Glochidion kanehirae,Glochidion,kanehirae,NA,NA,1.57,3.14,1.76
7258,GOLI,grand merisier,Gomidesia,lindeniana,NA,NA,2.96,5.92,1.76
7260,GOCA2,Goniothalamus carolinensis,Goniothalamus,carolinensis,NA,NA,1.07,2.14,1.76
7262,GOBA,Creole cotton,Gossypium,barbadense,NA,NA,2.96,5.92,1.76
7264,GOHIH2,Gossypium hirsutum,Gossypium,hirsutum,NA,NA,2.96,5.92,1.76
7268,GROT,Graffenrieda ottoschulzii,Graffenrieda,ottoschulzii,NA,NA,2.96,5.92,1.76
7272,GRBA,kahiliflower,Grevillea,banksii,NA,NA,1.56,3.12,1.76
7273,GRRO,silkoak,Grevillea,robusta,NA,NA,2.96,5.92,1.76
7274,GREVI,grevillea,Grevillea,spp.,NA,NA,1.56,3.12,1.76
7275,GRCR4,fau ui,Grewia,crenata,NA,NA,1.29,2.58,1.76
7279,GUOF,lignum-vitae,Guaiacum,officinale,NA,NA,2.96,5.92,1.76
7280,GUSA,holywood,Guaiacum,sanctum,NA,NA,2.96,5.92,1.76
7282,GUMA4,paipai,Guamia,mariannae,NA,NA,1.58,3.16,1.76
7285,GUFR,black mampoo,Guapira,fragrans,NA,NA,2.96,5.92,1.76
7286,GUOB,corcho prieto,Guapira,obtusata,NA,NA,2.96,5.92,1.76
7288,GUGL3,alligatorwood,Guarea,glabra,NA,NA,2.96,5.92,1.76
7290,GUGU,American muskwood,Guarea,guidonia,NA,NA,2.96,5.92,1.76
7294,GUBL,haya minga,Guatteria,blainii,NA,NA,2.96,5.92,1.76
7295,GUCA2,haya blanca,Guatteria,caribaea,NA,NA,2.96,5.92,1.76
7298,GUUL,bastardcedar,Guazuma,ulmifolia,NA,NA,2.96,5.92,1.76
7299,GUEL,hammock velvetseed,Guettarda,elliptica,NA,NA,2.96,5.92,1.76
7300,GUKR,frogwood,Guettarda,krugii,NA,NA,2.96,5.92,1.76
7302,GUOD,cucubano de vieques,Guettarda,odorata,NA,NA,2.96,5.92,1.76
7303,GUOV,cucubano,Guettarda,ovalifolia,NA,NA,2.96,5.92,1.76
7305,GUPU,roseta,Guettarda,pungens,NA,NA,2.96,5.92,1.76
7306,GUSC,wild guave,Guettarda,scabra,NA,NA,2.96,5.92,1.76
7307,GUSP3,puapua,Guettarda,speciosa,NA,NA,1.66,3.32,1.76
7309,GUVA,cucubano de monte,Guettarda,valenzuelana,NA,NA,2.96,5.92,1.76
7311,GURH,rhoifolia,Guioa,rhoifolia,NA,NA,1.51,3.02,1.76
7312,GUIOA,Guioa,Guioa,spp.,NA,NA,1.51,3.02,1.76
7313,GUPA,"bochela uchererak, uch",Gulubia,palauensis,NA,NA,1.35,2.7,1.76
7315,GYLA,West Indian false box,Gyminda,latifolia,NA,NA,2.96,5.92,1.76
7317,GYLU,oysterwood,Gymnanthes,lucida,NA,NA,2.96,5.92,1.76
7319,GYAM2,vilivili,Gyrocarpus,americanus,NA,NA,0.67,1.34,1.76
7321,HACA2,bloodwoodtree,Haematoxylum,campechianum,NA,NA,2.96,5.92,1.76
7327,HASAO,palo de hueso,Haenianthus,salicifolius,NA,NA,2.96,5.92,1.76
7328,HATE3,mountain silverbell,Halesia,tetraptera,NA,NA,1.18,2.36,2
7330,HAPA3,scarletbush,Hamelia,patens,NA,NA,2.96,5.92,1.76
7332,HAFL,Haplolobus floribundus,Haplolobus,floribundus,NA,NA,1.99,3.98,1.76
7333,HACA10,South African wild plum,Harpephyllum,caffrum,NA,NA,2.96,5.92,1.76
7334,HAAR4,fa`aili,Harpullia,arborea,NA,NA,1.38,2.76,1.76
7336,HECU10,false locust,Hebestigma,cubense,NA,NA,2.96,5.92,1.76
7338,HEDE14,denticulata,Hedycarya,denticulata,NA,NA,1.67,3.34,1.76
7340,HEDYC2,Hedycarya,Hedycarya,spp.,NA,NA,1.67,3.34,1.76
7341,HEAR,cigarbush,Hedyosmum,arborescens,NA,NA,2.96,5.92,1.76
7343,HEFO5,Fosbergs starviolet,Hedyotis,fosbergii,NA,NA,1.07,2.14,1.76
7344,HEHI8,manono,Hedyotis,hillebrandii,NA,NA,1.07,2.14,1.76
7345,HEDYO2,starviolet,Hedyotis,spp.,NA,NA,1.07,2.14,1.76
7346,HETE21,variable starviolet,Hedyotis,terminalis,NA,NA,1.07,2.14,1.76
7347,HEJA,screwtree,Helicteres,jamaicensis,NA,NA,2.96,5.92,1.76
7349,HEPO4,white moho,Heliocarpus,popayanensis,NA,NA,0.67,1.34,1.76
7350,HELIO,heliocarpus,Heliocarpus,spp.,NA,NA,0.53,1.06,1.76
7353,HEFA5,camasey peludo,Henriettea,fascicularis,NA,NA,2.96,5.92,1.76
7354,HEMA11,MacFadyen's camasey,Henriettea,macfadyenii,NA,NA,2.96,5.92,1.76
7355,HEME5,thinleaf camasey,Henriettea,membranifolia,NA,NA,2.96,5.92,1.76
7357,HESQ,jusillo,Henriettea,squamulosum,NA,NA,2.96,5.92,1.76
7359,HELI9,ufa,Heritiera,littoralis,NA,NA,2.16,4.32,1.76
7360,HELO12,ufa halemtano,Heritiera,longipetiolata,NA,NA,1.83,3.66,1.76
7362,HERIT2,Heritiera,Heritiera,spp.,NA,NA,1.83,3.66,1.76
7363,HEMO13,pipi,Hernandia,moerenhoutiana,NA,NA,0.79,1.58,1.76
7364,HENY,"pua, Chinese lantern tree",Hernandia,nymphaeifolia,NA,NA,0.79,1.58,1.76
7365,HEOV4,Hernandia ovigera,Hernandia,ovigera,NA,NA,0.7,1.4,1.76
7366,HESO,mago,Hernandia,sonora,NA,NA,2.96,5.92,1.76
7367,HERNA,Hernandia,Hernandia,spp.,NA,NA,0.79,1.58,1.76
7368,HELA27,Hernandia labyrinthica,Hernandia,labyrinthica,NA,NA,0.79,1.58,1.76
7370,HEAR9,Lanai island-aster,Hesperomannia,arborescens,NA,NA,1.83,3.66,1.76
7371,HEAR10,Maui island-aster,Hesperomannia,arbuscula,NA,NA,1.83,3.66,1.76
7372,HELY,Kauai island-aster,Hesperomannia,lydgatei,NA,NA,1.83,3.66,1.76
7373,HESPE8,island-aster,Hesperomannia,spp.,NA,NA,1.83,3.66,1.76
7374,HEAR5,toyon,Heteromeles,arbutifolia,NA,NA,1.71,3.42,1.76
7376,HETER5,toyon,Heteromeles,spp.,NA,NA,1.71,3.42,1.76
7377,HEEL9,palma brava,Heterospathe,elata,NA,NA,1.35,2.7,1.76
7381,HEBR8,para rubber tree,Hevea,brasiliensis,NA,NA,1.38,2.76,1.76
7384,HIBO2,hau kuahiwi,Hibiscadelphus,bombycinus,NA,NA,1.36,2.72,1.76
7385,HICR,lava hau kuahiwi,Hibiscadelphus,crucibracteatus,NA,NA,1.36,2.72,1.76
7386,HIDI,Kauai hau kuahiwi,Hibiscadelphus,distans,NA,NA,1.36,2.72,1.76
7387,HIGI,Kilauea hau kuahiwi,Hibiscadelphus,giffardianus,NA,NA,1.36,2.72,1.76
7388,HIHU,Hualalai hau kuahiwi,Hibiscadelphus,hualalaiensis,NA,NA,1.36,2.72,1.76
7389,HIPU2,hau kuahiwi,Hibiscadelphus,x puakuahiwi,NA,NA,1.36,2.72,1.76
7390,HIBIS,hibiscadelphus,Hibiscadelphus,spp.,NA,NA,1.36,2.72,1.76
7391,HIWI,Maui hau kuahiwi,Hibiscadelphus,wilderianus,NA,NA,1.36,2.72,1.76
7392,HIWO,Woods hau kuahiwi,Hibiscadelphus,woodii,NA,NA,1.36,2.72,1.76
7393,HIAR,white rosemallow,Hibiscus,arnottianus,NA,NA,1.2,2.4,1.76
7397,HIBR,Brackenridges rosemallow,Hibiscus,brackenridgei,NA,NA,1.2,2.4,1.76
7401,HICA6,lemonyellow rosemallow,Hibiscus,calyphyllus,NA,NA,1.2,2.4,1.76
7402,HICL,red Kauai rosemallow,Hibiscus,clayi,NA,NA,1.2,2.4,1.76
7403,HIEL,mahoe,Hibiscus,elatus,NA,NA,2.96,5.92,1.76
7404,HIKO,red rosemallow,Hibiscus,kokio,NA,NA,1.2,2.4,1.76
7407,HIMA5,largeleaf rosemallow,Hibiscus,macrophyllus,NA,NA,0.9,1.8,1.76
7408,HIMU3,Dixie rosemallow,Hibiscus,mutabilis,NA,NA,1.2,2.4,1.76
7409,HIPE3,seaside mahoe,Hibiscus,pernambucensis,NA,NA,2.96,5.92,1.76
7410,HIRO3,shoeblackplant,Hibiscus,rosa-sinensis,NA,NA,2.96,5.92,1.76
7411,HIBIS2,rosemallow,Hibiscus,spp.,NA,NA,1.2,2.4,1.76
7412,HITI,sea hibiscus,Hibiscus,tiliaceus,NA,NA,2.96,5.92,1.76
7413,HIWA,white Kauai rosemallow,Hibiscus,waimeae,NA,NA,1.2,2.4,1.76
7418,HIRU2,teta de burra cinarron,Hirtella,rugosa,NA,NA,2.96,5.92,1.76
7420,HITR3,pigeonberry,Hirtella,triandra,NA,NA,2.96,5.92,1.76
7422,HORA,white cogwood,Homalium,racemosum,NA,NA,2.96,5.92,1.76
7424,HOWH,Homalium whitmeeanum,Homalium,whitmeeanum,NA,NA,2.04,4.08,1.76
7427,HOAM2,"chemeklachel, eumail",Horsfieldia,amklaal,NA,NA,1.12,2.24,1.76
7428,HONO2,ersachel,Horsfieldia,novoguineensis,NA,NA,1.12,2.24,1.76
7429,HONU2,Horsfieldia nunu,Horsfieldia,nunu,NA,NA,1.12,2.24,1.76
7430,HOPA10,chersachel,Horsfieldia,palauensis,NA,NA,1.12,2.24,1.76
7431,HORSF2,Horsfieldia,Horsfieldia,spp.,NA,NA,1.12,2.24,1.76
7433,HOFO,sentrypalm,Howeia,forsteriana,NA,NA,2.96,5.92,1.76
7434,HUCR,sandbox tree,Hura,crepitans,NA,NA,2.96,5.92,1.76
7438,HYCL,cedro macho,Hyeronima,clusioides,NA,NA,2.96,5.92,1.76
7440,HYLOC,nightblooming cactus,Hylocereus,spp.,NA,NA,1.52,3.04,1.76
7441,HYUN3,nightblooming cactus,Hylocereus,undatus,NA,NA,1.52,3.04,1.76
7442,HYCO,stinkingtoe,Hymenaea,courbaril,NA,NA,2.96,5.92,1.76
7445,HYTR,inkwood,Hypelate,trifoliata,NA,NA,2.96,5.92,1.76
7446,HYLA8,limestone snakevine,Hyperbaena,laurifolia,NA,NA,2.96,5.92,1.76
7448,HYCA11,Canary Island St. Johnswort,Hypericum,canariense,NA,NA,2.77,5.54,1.76
7453,ILAN,Hawaii holly,Ilex,anomala,NA,NA,1.35,2.7,1.76
7454,ILAQ80,English holly,Ilex,aquifolium,NA,NA,2.96,5.92,2
7455,ILCA,dahoon,Ilex,cassine,NA,NA,2.96,5.92,1.76
7456,ILCO3,te,Ilex,cookii,NA,NA,2.96,5.92,1.76
7457,ILGU,maconcona,Ilex,guianensis,NA,NA,2.96,5.92,1.76
7458,ILMA,Caribbean holly,Ilex,macfadyenii,NA,NA,2.96,5.92,1.76
7459,ILNI,Puerto Rico holly,Ilex,nitida,NA,NA,2.96,5.92,1.76
7460,ILPA3,mate,Ilex,paraguariensis,NA,NA,1.35,2.7,1.76
7462,ILSI,gongolin,Ilex,sideroxyloides,NA,NA,2.96,5.92,1.76
7463,ILSI2,Sintenis' holly,Ilex,sintenisii,NA,NA,2.96,5.92,1.76
7464,ILEX,holly,Ilex,spp.,NA,NA,1.68,3.36,1.76
7465,ILUR,Urban's holly,Ilex,urbaniana,NA,NA,2.96,5.92,1.76
7466,ILURR,Ilex urbaniana,Ilex,urbaniana,riedlaei,NA,2.96,5.92,1.76
7467,INGA,inga,Inga,spp.,NA,NA,2.96,5.92,1.76
7469,ILVO,yaupon,Ilex,vomitoria,NA,NA,1.68,3.36,1.76
7470,INLA,sacky sac bean,Inga,laurina,NA,NA,2.96,5.92,1.76
7471,INNOQ,Inga nobilis,Inga,nobilis,NA,NA,2.96,5.92,1.76
7472,INED,ice cream bean,Inga,edulis,NA,NA,2.96,5.92,1.76
7474,INVE,river koko,Inga,vera,NA,NA,2.96,5.92,1.76
7475,INFA3,ifi,Inocarpus,fagifer,NA,NA,1.24,2.48,1.76
7477,INBI,ifilele,Intsia,bijuga,NA,NA,2.01,4.02,1.76
7479,IXFE,palo de hierro,Ixora,ferrea,NA,NA,2.96,5.92,1.76
7481,IXTH,white jungleflame,Ixora,thwaitesii,NA,NA,2.96,5.92,1.76
7482,JAMI,black poui,Jacaranda,mimosifolia,NA,NA,2.96,5.92,1.76
7483,JACAR,jacaranda,Jacaranda,spp.,NA,NA,1.1,2.2,1.76
7485,JAAR2,braceletwood,Jacquinia,armillaris,NA,NA,2.96,5.92,1.76
7487,JABE,bois bande,Jacquinia,berteroi,NA,NA,2.96,5.92,1.76
7489,JUCH4,Chinese juniper,Juniperus,chinensis,NA,NA,1.97,3.94,1.39
7490,JAUM,chirriador,Jacquinia,umbellata,NA,NA,2.96,5.92,1.76
7491,JACU2,Barbados nut,Jatropha,curcas,NA,NA,2.96,5.92,1.76
7492,JAHE,wild oilnut,Jatropha,hernandiifolia,NA,NA,2.96,5.92,1.76
7493,JAMU,coralbush,Jatropha,multifida,NA,NA,2.96,5.92,1.76
7494,JATRO,nettlespurge,Jatropha,spp.,NA,NA,0.73,1.46,1.76
7495,JUJA,West Indian walnut,Juglans,jamaicensis,NA,NA,2.96,5.92,1.76
7496,JURE80,English walnut,Juglans,regia,NA,NA,2.72,5.44,1.76
7497,KAPA4,ketenguit,Kayea,pacifica,NA,NA,1.83,3.66,1.76
7499,KHAN,Khaya anthotheca,Khaya,anthotheca,NA,NA,2.96,5.92,1.76
7501,KHSE2,Senegal mahogany,Khaya,senegalensis,NA,NA,2.96,5.92,1.76
7503,KIAF,Kigelia africana,Kigelia,africana,NA,NA,2.96,5.92,1.76
7506,KLHO,guest tree,Kleinhovia,hospita,NA,NA,2.96,5.92,1.76
7507,KOBI3,goldenrain tree,Koelreuteria,bipinnata,NA,NA,2.96,5.92,1.76
7508,KOPO,Koanophyllon polyodon,Koanophyllon,polyodon,NA,NA,2.96,5.92,1.76
7509,KOCO2,Molokai treecotton,Kokia,cookei,NA,NA,1.36,2.72,1.76
7510,KODR,Hawaii treecotton,Kokia,drynarioides,NA,NA,1.36,2.72,1.76
7511,KOKA,Kauai treecotton,Kokia,kauaiensis,NA,NA,1.36,2.72,1.76
7512,KOLA2,Wailupe Valley treecotton,Kokia,lanceolata,NA,NA,1.36,2.72,1.76
7513,KOKIA,treecotton,Kokia,spp.,NA,NA,1.36,2.72,1.76
7514,KRFE,leadwood,Krugiodendron,ferreum,NA,NA,2.96,5.92,1.76
7515,KOPA,goldenrain tree,Koelreuteria,paniculata,NA,NA,1.71,3.42,1.76
7516,KUER,burgan,Kunzea,ericoides,NA,NA,2.17,4.34,1.76
7517,KUNZE,Kunzea,Kunzea,spp.,NA,NA,2.17,4.34,1.76
7518,LAFA2,summit labordia,Labordia,fagraeoidea,NA,NA,1.81,3.62,1.76
7519,LAHE2,bog labordia,Labordia,hedyosmifolia,NA,NA,1.81,3.62,1.76
7520,LAHI5,mountain labordia,Labordia,hirtella,NA,NA,1.81,3.62,1.76
7521,LAKA,Waianae Range labordia,Labordia,kaalae,NA,NA,1.81,3.62,1.76
7522,LALY2,Wahiawa Mountain labordia,Labordia,lydgatei,NA,NA,1.81,3.62,1.76
7523,LABOR,labordia,Labordia,spp.,NA,NA,1.81,3.62,1.76
7524,LATI2,paleflower labordia,Labordia,tinifolia,NA,NA,1.81,3.62,1.76
7528,LATR4,Lanai labordia,Labordia,triflora,NA,NA,1.81,3.62,1.76
7529,LAWA3,Nevada peavine,Labordia,waiolani,NA,NA,1.81,3.62,1.76
7530,LAPR2,cuero de rana,Laetia,procera,NA,NA,2.96,5.92,1.76
7531,LAAN2,golden chain tree,Laburnum,anagyroides,NA,NA,2.96,5.92,2
7532,LAIN,crapemyrtle,Lagerstroemia,indica,NA,NA,2.96,5.92,1.76
7533,LASP,pride of India,Lagerstroemia,speciosa,NA,NA,2.96,5.92,1.76
7539,LADO2,Langsat,Lansium,domesticum,NA,NA,1.91,3.82,1.76
7541,LAPO,nino de cota,Laplacea,portoricensis,NA,NA,2.96,5.92,1.76
7543,LALO,bluelatan,Latania,loddigesii,NA,NA,1.35,2.7,1.76
7550,LAIN5,henna,Lawsonia,inermis,NA,NA,2.96,5.92,1.76
7552,LEKR,Krug's roughleaf,Leandra,krugiana,NA,NA,2.96,5.92,1.76
7556,LEQU,pitahaya,Leptocereus,quadricostatus,NA,NA,2.96,5.92,1.76
7558,LEMO20,large-leaf yellow teatree,Leptospermum,morrisonii,NA,NA,2.3,4.6,1.76
7559,LEPE23,common teatree,Leptospermum,petersonii,NA,NA,2.3,4.6,1.76
7560,LEPO22,common teatree,Leptospermum,polygalifolim,NA,NA,2.3,4.6,1.76
7561,LESC2,broom teatree,Leptospermum,scoparium,NA,NA,2.88,5.76,1.76
7562,LEPTO4,teatree,Leptospermum,spp.,NA,NA,2.3,4.6,1.76
7564,LEIN31,Leucaena insularum,Leucaena,insularum,NA,NA,1.69,3.38,1.76
7565,LELE10,white leadtree,Leucaena,leucocephala,NA,NA,2.96,5.92,1.76
7566,LEUCA,leadtree,Leucaena,spp.,NA,NA,1.69,3.38,1.76
7569,LIBR5,Maria laurel,Licaria,brittoniana,NA,NA,2.96,5.92,1.76
7570,LIPA9,Puerto Rico cinnamon,Licaria,parvifolia,NA,NA,2.96,5.92,1.76
7573,LITR,pepperleaf sweetwood,Licaria,triandra,NA,NA,2.96,5.92,1.76
7574,LIAM,Amur privet,Ligustrum,amurense,NA,NA,2.96,5.92,1.76
7575,LISI,Chinese privet,Ligustrum,sinense,NA,NA,1.84,3.68,1.76
7576,LIGUS2,privet,Ligustrum,spp.,NA,NA,1.6,3.2,1.76
7577,LIJA,Japanese privet,Ligustrum,japonicum,NA,NA,1.78,3.56,1.76
7578,LILU2,glossy privet,Ligustrum,lucidum,NA,NA,1.78,3.56,2
7583,LICH4,Lychee,Litchi,chinensis,NA,NA,2.3,4.6,1.76
7586,LISA8,papaono,Litsea,samoensis,NA,NA,1.18,2.36,1.76
7587,LITSE,Litsea,Litsea,spp.,NA,NA,1.18,2.36,1.76
7588,LICH3,fountain palm,Livistona,chinensis,NA,NA,1.99,3.98,1.76
7590,LODO5,geno geno,Lonchocarpus,domingensis,NA,NA,2.96,5.92,1.76
7591,LOGL2,geno,Lonchocarpus,glaucifolius,NA,NA,2.96,5.92,1.76
7592,LOHE7,broadleaf lancepod,Lonchocarpus,heptaphyllus,NA,NA,2.96,5.92,1.76
7595,LOCO9,vinegartree,Lophostemon,confertus,NA,NA,2.96,5.92,1.76
